"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"
"298"	"chr11"	12496257	12496370	0	0	0	0	0	0	0	0	0	0	0	0	16666.0361110424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16079.1452516179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5993.04127635937	7187.56007636007	0	0	0	6164.49511245141	5217.64316653389	0	0	5813.94423090555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"299"	"chr12"	12539516	12539617	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15069.5806750026	0	0	0	0	0	0	0	0	0
"300"	"chr10"	12588255	12588356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"301"	"chr4"	12640413	12640514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7390.21636626365	0	0	16123.9865905089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15069.5806750026	0	0	0	0	0	0	0	0	0
"302"	"chr2"	12642504	12642605	0	0	0	0	0	1265.1105253652	0	0	0	0	0	0	0	0	0	0	0	11189.1126725327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"303"	"chr12"	12704763	12704864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13534.200731204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"304"	"chr2"	12716650	12716751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8682.07588618386	10870.1707992873	31198.538059706	0	0	0	0	12816.7231698706	15691.7461707282	0	0	0	0	0	0	0	0	0	0	0	12290.6026566605	0	0	0	0	0	0	0	0	0	0	0	11610.1708140813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"305"	"chr3"	12752905	12753006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"306"	"chr19"	12847693	12847794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"307"	"chr7"	12942776	12942877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10226.4948280811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"308"	"chrX"	12946895	12946996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12018.54999097	0	0	0	0	0	0	0	0	16127.3437470904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"309"	"chrX"	12975133	12975234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21862.3085138372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"310"	"chr6"	13044538	13044639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9134.26554086986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12395.767888523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"311"	"chr12"	13061844	13061945	0	0	12777.6163061884	0	0	12777.6163061884	0	0	12777.6163061884	15046.8522583188	0	0	0	9484.29898519462	12777.6163061884	0	0	12151.6169884484	0	0	0	29839.0967553615	14155.6057501795	0	0	0	0	0	0	0	0	0	0	0	0	16338.8284870462	0	0	0	0	16980.7795647974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	7717.17420473268	0	0	0	0	0	0	0	0	0	0	0	0	13722.518646689	0	0	0	0	0	0	0	0	0	0	0
"312"	"chr19"	13082467	13082568	0	0	0	0	0	0	0	0	9614.83999277856	0	0	0	11209.8933365699	0	0	0	0	0	5296.83265542914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"313"	"chr19"	13089327	13089428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5320.95578371261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7159.27312874598	0	0	0	0	0	0	0	0	0	0	11788.9515908854	0	0	0	0	0	0	0
"314"	"chr20"	13102890	13102991	0	0	0	0	0	0	0	6705.08578444155	0	0	0	0	9101.10152078167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23577.9031817707	0	0	0	0	0	0	0
"315"	"chr12"	13203100	13203201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15324.4205401498	0	0	0	0	0	0	0	0	0	0	0	0	11974.3185423582	0	0	0	0	0	0	0	0	0	17054.0174244649
"316"	"chr11"	13210434	13210535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4884.96678959788	0	0	7889.80067414394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11788.9515908854	0	0	0	0	0	0	0
"317"	"chr7"	13415077	13415178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13533.9225189078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"318"	"chr20"	13459060	13459174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319"	"chr11"	13536011	13536112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320"	"chr1"	13605326	13605427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"321"	"chr6"	13675053	13675154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8961.65887268955	0	0	0	0	0	8444.56730078645	11122.1649573285	16303.7287928979	0	0	10500.4173605333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"322"	"chr6"	13796906	13797029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6524.14753900473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4651.76057480423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"323"	"chr1"	13799035	13799136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12271.5720960428	0	0	0	15485.4128641528	13761.9140768312	0	0	0	0	0	13621.4717357271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"324"	"chr19"	13818012	13818113	0	0	0	0	12183.0751497503	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11974.3185423582	0	0	0	0	0	0	0	20083.5394873937	0	0
"325"	"chr16"	13936941	13937042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"326"	"chr7"	13981215	13981316	0	0	0	0	0	0	12777.6163061884	12777.6163061884	0	0	0	12777.6163061884	0	0	0	12777.6163061884	0	0	0	3033.22520019172	2695.63265422187	0	0	0	0	3164.05395562597	2668.12332967572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"327"	"chr16"	14028392	14028493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9976.25328950402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22641.0394197198	0	0	0
"328"	"chr17"	14062365	14062466	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13410.1715689342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"329"	"chr19"	14074353	14074454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"330"	"chr3"	14170922	14171023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"331"	"chr11"	14191224	14191325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644.64368297309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"332"	"chr2"	14192013	14192114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"333"	"chr21"	14216419	14216520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"334"	"chr16"	14301282	14301383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9867.66176561821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"335"	"chr19"	14318359	14318460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"336"	"chr11"	14359118	14359284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18694.3738708174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8382.60604832747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13971.9660826987
"337"	"chr12"	14417805	14417906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15739.6011094856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11824.5096660704	0	0	0	0	0
"338"	"chr3"	14598380	14598481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"339"	"chr10"	14648434	14648535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14560.8495174641	0
"340"	"chr4"	14667799	14667900	0	0	0	4457.02554895094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8417.59026245338	0	0	0	0	0	0	0	0	0	0
"341"	"chr5"	14672154	14672255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"342"	"chr2"	14694019	14694120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.738601258168	15427.9258399911	0	0	358.023747883498	448.254465949523	1286.5376519453	0	0	0	1099.67045297369	528.524666798236	0	0	0	0	0	0	0	4871.37732732428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2403.70999819145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"343"	"chr12"	14869142	14869243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12615.6182066729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"344"	"chr2"	14945159	14945260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5783.54783491686	0	0	0	0	0	0	0	0	0	0	0	6979.43905788301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"345"	"chr20"	14963273	14963374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"346"	"chr2"	15009716	15009817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"347"	"chr20"	15062001	15062102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5819.50841667403	0	0	0	0	0	0	0	0	13713.7118577716	0	0	0	0	0	0	0	255.800509927758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6783.91241071071	0	0	0	9488.10857209462	0	0	0	0	0	0	0	10463.5530343159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18573.6823434581
"348"	"chr5"	15105931	15106032	0	0	0	0	0	0	0	0	0	0	8742.99861063534	1265.1105253652	0	0	0	0	0	0	2427.71496707169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	3854.79594682536	0	0	0	0	0	0	0	3542.30947101897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13279.1354462912	0	0	0	0	0	0	0	0	0
"349"	"chrX"	15202660	15202761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9525.40740143868	27338.9251038701	0	0	2813.80560920534	23367.9971257186	11231.1491694759	13750.4992217741	0	0	0	0	14290.7550792876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11548.6543066217	0	0	0	0	0	0	0	0	0	0	0
"350"	"chr1"	15229910	15230011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12777.6163061884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14602.990064212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"351"	"chr17"	15381854	15381955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"352"	"chr9"	15511388	15511489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"353"	"chr3"	15535912	15536013	0	0	0	8188.48879924592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3732.17888029738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"354"	"chr4"	15540884	15540985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"355"	"chr16"	15550995	15551096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5909.48700525333	0	0	0	0	0	0	0	0
"356"	"chr9"	15552305	15552406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"357"	"chr2"	15560471	15560572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15488.637064038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"358"	"chr16"	15590991	15591092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9952.15803989826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9488.10857209462	0	25555.2326123767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"359"	"chr3"	15610224	15610325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"360"	"chr9"	15697106	15697207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"361"	"chr8"	15702418	15702530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7946.7576486176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"362"	"chr11"	15708040	15708141	0	0	0	0	0	0	0	0	5946.01946921042	0	9703.76768872607	0	0	0	0	0	0	0	0	11973.257369194	0	0	0	0	11687.8226060577	12489.6866669614	10532.0657750499	0	0	0	0	10049.942464539	9592.51912230384	0	0	0	0	0	14732.2850538253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11974.3185423582	0	0	0	0	0	0	0	20083.5394873937	0	0
"363"	"chr1"	15741512	15741613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11765.5278858972	0	0	0	0	0	0	0	0	0	15739.6011094856	0	0	0	0	0	10905.1511583307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11586.6634300732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"364"	"chr12"	15789817	15789918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2699.29484116827	0	0	0	0	0	2543.54436770367	3350.04968593823	4910.76168460182	0	0	0	0	0	0	7096.1838616883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5269.33013518268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"365"	"chr3"	15832103	15832204	0	0	0	6011.80190324662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8998.70407465218	0	0	0	9867.86209785134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"366"	"chrX"	15855402	15855591	0	0	0	0	0	0	0	0	0	0	0	0	6880.14617483033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8145.98243671643	5100.58145711076	0	9474.4541247103
