"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"
"714"	"chr16"	29691930	29692031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"715"	"chr2"	29783883	29783984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3027.14968728463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"716"	"chr16"	29817001	29817102	0	0	0	0	0	0	8771.29169060171	0	0	0	0	0	0	0	0	6522.63782552313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9346.18652795382	8602.82715468685	0	0	0	0	0	9942.28172195483	9554.44120050168	0	0	0	0	0	0	0	7095.39718986028	0	6002.559537156	0	0	0	0	0
"717"	"chr15"	29843766	29843867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7188.38074989174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9564.0997257256	0	0	0	0	0	0	0	0	8194.05249980152	0	0	0
"718"	"chr22"	30036812	30036913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3398.58179018908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9170.60966401194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"719"	"chr13"	30072752	30072853	0	0	0	0	0	0	0	0	0	0	0	0	0	9146.87529221606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6055.30258430246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9569.23606707069	0	0	0	0	0	382.431731941185	0	0	0	0
"720"	"chr7"	30074494	30074605	0	0	0	0	0	0	0	0	0	0	0	0	7670.53839474256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5378.03905364889	0	9159.66380121917	0	0	0	0	0	0	0	0	0	0	0	0	0	7413.13220537391	0	0	0	0	0	9223.37664745288	0	0	0	0	0	0	0	0	0	0	0
"721"	"chr13"	30114769	30114870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"722"	"chr13"	30142664	30142765	0	0	0	0	0	9656.40123152459	0	0	0	0	0	0	0	8512.93344028093	0	0	7170.73519614806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17714.8154538116	0	0	0	9176.20416603282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"723"	"chr7"	30149291	30149474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9557.34924143445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7891.68884472576	0	5281.38165450339	0	0	0	0	0	0	0	0	0	0
"724"	"chr6"	30207419	30207520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10123.888660586	0	0	0	0	0	0	0	0	0	3350.97340293383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"725"	"chr7"	30226135	30226236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9798.58840376399	0	0	0	0	0	0	0	0	0	0	0	0	1849.86431840493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"726"	"chrX"	30302061	30302162	0	0	0	0	0	0	0	0	0	0	0	0	0	9146.87529221606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"727"	"chr6"	30326479	30326580	0	0	0	0	0	0	0	0	0	0	0	0	0	9146.87529221606	0	0	10809.6157434416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9669.95181990443	0	0	0	0	0	8802.37945900069	0	0	0	0	9502.08113958215	0	0	0	0	0	0	0	0	0	0	5517.10628172505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"728"	"chr10"	30360088	30360189	0	0	0	0	0	0	0	0	9656.40123152459	0	0	0	7670.53839474256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7441.03329908946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"729"	"chr16"	30407242	30407343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4729.56432994057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2470.11868797692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"730"	"chr7"	30413166	30413349	0	7809.5485369716	0	8439.90980570458	0	0	0	0	0	0	0	8327.38925774004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7153.70452203522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"731"	"chr13"	30422417	30422518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3874.07602585145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"732"	"chr12"	30440989	30441090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3505.11640434223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"733"	"chr17"	30477278	30477379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518.8774250398	0	0	0	0	5023.91269796709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"734"	"chr12"	30493255	30493356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6405.3382112598
"735"	"chr16"	30535846	30535947	0	0	0	0	0	0	0	0	0	8872.49011394292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5074.33115302375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"736"	"chr14"	30573457	30573558	0	0	0	0	0	0	0	0	0	0	6162.42419346686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12372.6227194564	0	0	0	0	0
"737"	"chr7"	30625453	30625554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10809.6157434416	10912.3919238288	0	0	0	0	0	6826.89161682707	16750.4339657154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"738"	"chr6"	30679217	30679318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"739"	"chr6"	30687371	30687472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4292.0663606916	0	0	0	0	0	0	0	0	0	0	0
"740"	"chr3"	30748211	30748312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"741"	"chr22"	30782847	30782948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6121.72066876258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9656.40123152459	0	0	0	0
"742"	"chr11"	30798932	30799033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"743"	"chr6"	30799279	30799380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9202.56238489996	0	9346.18652795382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"744"	"chr21"	30839490	30839591	0	0	0	0	5832.08391211273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6775.08971332215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10780.1069238844	0	0	0	0	0
"745"	"chrX"	30865159	30865260	9656.40123152459	0	0	0	0	9656.40123152459	0	0	0	0	0	0	0	0	0	0	8240.99418064616	8319.34829836715	0	6317.25075845101	0	4894.61795119202	5756.03168240456	5204.65994550345	7086.72206241947	6542.26994612257	7447.5285311601	0	0	0	0	0	0	0	0	0	9176.20416603282	0	0	0	0	0	0	7569.61098691895	0	0	8702.62240641259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"746"	"chr16"	30935248	30935349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535.68959719289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"747"	"chr16"	30948529	30948630	6214.51564405392	0	0	0	8317.89016973044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824.99745259834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7200.61327819418	0	0	0	0	0	0	0	2375.02154010813	1604.44629790388	0
"748"	"chr6"	30981871	30982045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3513.63898500808	0	0	0	0	0	0	0	0
"749"	"chr7"	30997022	30997123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"750"	"chr2"	31011665	31011766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7441.03329908946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10108.4243646385
"751"	"chr15"	31077288	31077389	0	0	0	0	0	0	0	7538.61292452241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"752"	"chr3"	31142110	31142211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"753"	"chr16"	31148261	31148427	0	0	0	0	0	0	0	0	8900.17703869482	0	0	0	5729.7997647457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9144.98567070408	0	0	0	0	0	2583.83514656629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"754"	"chr6"	31169570	31169732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4137.01343267825	0	0	0	0	0	0	0	0	0	3738.69036893896	0	0	0	0	0	0	0	0	0	0	0	0	5287.3337392547	0	0	5415.21115217449	0	0	0	9988.2370800857	4863.14096282648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5513.28223752209	0	0	3743.8608757883
"755"	"chr7"	31175846	31175947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"756"	"chr6"	31197140	31197241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9742.73487291241	0	0	0	0	0	0	0	0	4360.20625115033	0	0	0	0	0	0	0	0	0	0	5392.11038048531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"757"	"chr16"	31215936	31216037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6335.92934378025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7633.25663635639	0	0	0	0	0	0	0	0	0	0	0	0	9756.17113605415	0	0	0	0	0	0	0
"758"	"chr3"	31291824	31291925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"759"	"chr16"	31333818	31333919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9657.62395286178	0	0	0	0	0	0	0
"760"	"chr21"	31338134	31338235	0	0	0	0	10803.6964273675	0	0	10151.9987383533	0	8872.49011394292	9153.0124049978	8327.38925774004	0	14399.5363510889	0	0	0	0	0	0	8022.47317648889	0	0	0	0	8581.41902023602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10108.4243646385
"761"	"chrX"	31350494	31350595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8550.55738358513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20325.2691399665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"762"	"chr12"	31362896	31362997	0	5832.08391211273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"763"	"chr15"	31398764	31398865	0	0	4206.74905135304	0	0	0	0	0	0	0	0	0	0	0	0	9278.6819771487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10891.3233762323	0	8802.37945900069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"764"	"chr3"	31448722	31448823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8550.55738358513	0	0	6922.98546846052	9669.95181990443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"765"	"chr16"	31472979	31473080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"766"	"chr1"	31511173	31511274	0	0	0	0	2103.37452567652	0	0	0	0	0	0	4864.51451690111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5788.0090096643	0	0	0	0	0	10136.4791818407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9708.09072643542
"767"	"chr1"	31549037	31549138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"768"	"chr19"	31549104	31549205	0	0	0	0	0	0	0	0	0	2459.70022960548	0	0	0	0	5883.78673637719	0	0	0	2619.19083717592	0	0	0	0	0	0	3483.54633494381	0	0	0	0	0	0	0	0	0	0	0	0	3019.37677756633	0	0	0	0	0	0	0	0	0	0	0	0	0	3440.68767808324	0	0	0	0	12097.1228235965	0	0	0	0	0	0	0	0	0	0	0	0	5119.01996982688	0	0	0	0	0	0
"769"	"chr1"	31549387	31549488	0	0	0	0	5258.43631420096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4021.16808352059	0	0	0	0	0	0	0	0	10473.0234202537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5401.63586961512	0
"770"	"chr20"	31554989	31555090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5552.74561354187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"771"	"chr1"	31574088	31574189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7055.63071723004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8924.21559383432	0	0	0
"772"	"chr12"	31590240	31590341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"773"	"chr7"	31652096	31652197	0	0	0	0	0	0	0	10151.9987383533	0	0	0	0	0	0	0	0	0	10912.3919238288	0	8286.26398186174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078.34884913192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3239.00797865921	0	0	0	0	0	0	0	0	0	5410.38215390893	0	0	0	0	0	0	0	0
"774"	"chr6"	31652905	31653006	0	9656.40123152459	0	0	0	0	0	0	7839.85050480396	0	0	0	0	0	11652.205105363	0	0	0	0	0	0	0	0	0	0	9346.09992301998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9346.18652795382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"775"	"chr7"	31663257	31663358	0	0	0	0	7266.20290689218	0	0	0	0	0	0	0	911.351096404145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691.54252482205	0	0	0	3824.31731941186	0	0	3829.68388906723	2946.94388082456	0	0	0	3230.73292129599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1705.40840799109	0	0	0	0	0	0	0	0	0	0
"776"	"chr20"	31704617	31704718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"777"	"chr3"	31705060	31705161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7391.91539366984	0	0	0	0	0	0	0	0	0	0	0	0	10891.3233762323	0	0	0	0	5495.7449631084	0	0	9988.2370800857	0	924.932159203398	0	0	0	0	0	255.529519445888	0	0	0	0	0	0	0	0	0	0	0	0	0	5785.35913485631	0	0	0	9656.40123152459	0	0	0	0
"778"	"chr22"	31753810	31753911	0	0	0	0	0	0	0	0	3728.70938642656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9223.37664745288	0	0	0	0	0	0	0	0	0	0	0
"779"	"chr1"	31788271	31788372	0	0	9656.40123152459	0	0	0	10803.6641554947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.226291680042	0	4633.52883631814	8632.98718119227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316.669538681084	213.92617305385	400.333638203106
"780"	"chr14"	31788420	31788521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8963.89684554181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"781"	"chr6"	31795973	31796074	0	0	7648.63463883336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6823.64711412112	0	0	8298.00724515102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"782"	"chr22"	31871005	31871106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784.946631298131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"783"	"chr18"	31874548	31874649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"784"	"chr16"	31874657	31874758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6922.98546846052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5844.51589541907	6063.67433953345	0	0	0	5747.67154506766	7840.07776282838	0	0	0	0	0
"785"	"chr3"	31892240	31892341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7391.91539366984	0	0	0	0	0	0	0	0	0	0	0	8632.98718119227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
