"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"
"518"	"chr7"	21507737	21507838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824.30577303377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"519"	"chr11"	21514444	21514545	0	0	0	0	0	0	0	0	0	0	0	0	0	6895.27364029336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2949.0393933438	0	0
"520"	"chr1"	21594729	21594830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9514.57363558546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3720.2969312249	0	0	0	0	0	0	0
"521"	"chr20"	21640626	21640727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7758.91879065784	0	0	0	0	0	0	0	0	0	0	0	9497.72268996876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"522"	"chr22"	21657574	21657675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8840.53856953583	2908.42441323786	3376.8117477418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"523"	"chr13"	21663331	21663432	0	0	0	0	0	0	0	8358.28088724391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3855.51119097356	1527.87631274313	0	0	0	0	0	0	0	509.11861372781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"524"	"chr21"	21674071	21674172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6360.97096668434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2215.11181925007	0	0	0	0
"525"	"chr10"	21675298	21675399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"526"	"chr20"	21682691	21682821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7118.11960264438	6385.24256975216	6055.03798290988	0	0	3968.81251664579	0	0	0	0	1092.46330533032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"527"	"chr7"	21944782	21944883	0	0	0	0	0	0	6308.30972149391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5967.85620598211	0	8342.99936592414	0	0	0	0	0	0	0	0	14614.8731324432	0	0	0	0	0	0	6965.97290069093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834.14637062272	0	0	0	0	0	0	0	0	0	0
"528"	"chr16"	21952416	21952517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4879.83364937768	0	0	7931.92396703529	0	0	0	0	0	0	0	0	24012.8256470312	0	0	0	0	0	0	0
"529"	"chr13"	22014624	22014725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4279.91761475335	0	0	0	0	0	0	0	0
"530"	"chr11"	22177353	22177454	0	0	0	0	0	0	0	0	0	0	2271.35826830803	0	0	0	0	0	0	0	0	0	0	0	0	5162.89326603098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8044.09365336215	6831.4154822632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7282.50087888557	0	0	0	0	0	0	0	0	0
"531"	"chr9"	22210393	22210494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8342.99936592414	0	0	0	0	0	0	0	0	0	0	0	135.275554104086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"532"	"chr18"	22223805	22223906	0	0	0	0	0	0	0	0	5658.01759671191	5213.72766391697	0	7770.98718662409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3056.34630236519	0	9689.76488094105	6277.48900276878	0	0	0	0	0	5353.96342475108	1328.30252091647	0	0	4711.83034569416	8188.98715348251	0	0	0	0	2260.34183458907	0	0	0	0	0	0	7931.92396703529	0	0	8011.22956008316	0	0	0	0	0	0	0	0	969.111420921904	2210.30979724279	0	0	6910.98325840801
"533"	"chr10"	22340756	22340896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"534"	"chr22"	22342995	22343096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2936.24767781536	0	0	0	0	0	0	0	0	0	8500.49809415992	0	0	0	0	0	0	0	2715.44432147985	0	0	0	0	0	0	0	0	0	0	10630.5375962736	0	0	0
"535"	"chr22"	22348241	22348342	0	0	7931.92396703529	7931.92396703529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14614.8731324432	0	0	6831.4154822632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6348.36190796895	0	0	0	0	0	0	0	0	0	0	0	0
"536"	"chr8"	22401291	22401392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4162.1168053641	0	0	4483.05186678378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"537"	"chr12"	22410592	22410775	0	39.3174409717254	0	0	0	0	0	0	0	0	0	1910.89848851208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12007.2210668126	0	0	0	0	0	0	0	0	0	0	0
"538"	"chr1"	22489336	22489437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8512.44689904517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"539"	"chr17"	22530571	22530672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10672.3671296007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"540"	"chr11"	22670936	22671037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8128.18943963474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8500.49809415992	0	0	0	0	0	0	0	0	0	0	0	0	0	4279.91761475335	0	0	0	0	0	0	0	0
"541"	"chr20"	22686270	22686371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"542"	"chr22"	22745763	22745864	0	0	0	0	0	0	3122.92560469683	0	0	0	0	3847.02335971105	0	0	0	0	0	0	0	0	0	5070.18455627415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5351.21932802111	4800.26121514834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"543"	"chr14"	22766538	22766639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9497.72268996876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"544"	"chr14"	22777523	22777624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21811.9450399341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"545"	"chr8"	22915565	22915666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"546"	"chr3"	22922541	22922642	0	0	0	0	0	0	0	0	0	320.141172345107	0	0	0	0	5805.98853097525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"547"	"chr14"	22980811	22980912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7345.85428378372	0	0	0	0	0	0	0	0	4303.64332403115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"548"	"chr15"	22989958	22990059	0	0	0	0	0	0	0	0	0	0	0	7770.98718662409	0	0	0	0	0	0	0	0	6116.26136051924	5838.39433752663	7159.48115153201	0	0	0	0	6277.90051297469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7345.85428378372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"549"	"chr1"	23013850	23013951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9689.76488094105	0	0	0	0	0	0	0	0	0	0	0	0	0	4827.90201038199	0	0	8770.12631822384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"550"	"chr8"	23069056	23069157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3310.56137854287	0	0	0	8500.49809415992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4914.18668117085	0	4660.96445301001	0	0	0	0
"551"	"chr22"	23070157	23070258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9057.62147531864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"552"	"chr16"	23131935	23132036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4490.66407578999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"553"	"chr22"	23142105	23142206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994.550407219189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"554"	"chr7"	23181887	23181988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10888.0818382679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10905.972519967	42641.4902666382	0	0	0	0	8353.61353536941	0	0	0	0	0	0	0	12073.1948089341	0	0	0	0	0	0	0	0	0	0	0
"555"	"chr14"	23182705	23182806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5764.260634447	0	0	0	0	0	0	0	6036.69213419981	5724.51238373735	0	0	3752.16744542242	6985.5578397567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6282.69436453314	0	0	0	0	0	0
"556"	"chr22"	23192379	23192480	0	0	0	3298.42382787276	1806.27971526366	0	4247.178822394	3619.04945632864	1288.45945271528	0	3152.08902541175	5231.9517692148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"557"	"chr5"	23208999	23209100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"558"	"chr19"	23274169	23274270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34159.0900049173	0	0	0	0	3188.15069550681	0	0
"559"	"chr19"	23274278	23274379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25365.6608947494	0	0	0	0	8050.08050616274	0	0
"560"	"chr11"	23288095	23288196	0	0	0	0	0	0	0	0	0	2744.06719153015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"561"	"chr10"	23360141	23360242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"562"	"chr14"	23380056	23380157	0	0	0	0	0	0	0	0	0	0	0	7770.98718662409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5798.03979391432	0	0	0	14614.8731324432	0	8044.09365336215	0	0	0	0	3379.53140726252	0	0	0	0	0	0	0	0	0	7931.92396703529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"563"	"chr8"	23404197	23404298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.011259278247	7429.6221087619	0	0	0	0	0	0	0	0	0
"564"	"chr14"	23446524	23446625	0	1638.48622821519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"565"	"chr7"	23531106	23531207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7001.50971533006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"566"	"chr14"	23567763	23567864	0	0	0	0	0	0	0	0	5658.01759671191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321.70527302548	0	0	2468.97924013839	2096.77108861334	2434.44567860455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5613.91791025914	0	0	0	0	0	0	0	0
"567"	"chr2"	23569087	23569188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"568"	"chr14"	23632128	23632229	0	0	0	0	0	0	0	0	0	0	0	0	0	7106.35344560825	0	0	0	0	0	2644.73799173605	0	0	0	0	0	11935.7124119642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.880114878573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"569"	"chrX"	23667429	23667530	0	0	0	0	0	0	0	8702.95226403711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6910.6845070144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"570"	"chr1"	23673496	23673597	0	0	1884.81361592729	0	0	0	437.209584658187	0	0	0	0	538.583270360324	0	0	0	0	929.506914270276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"571"	"chr8"	23682913	23683014	0	0	0	0	0	0	0	0	0	0	0	0	5065.43628263106	6191.67428924374	5058.68307649404	0	0	0	0	0	0	0	8289.92554387767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"572"	"chr14"	23730105	23730253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6133.73985478037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19592.0360684358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"573"	"chr20"	23890177	23890278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10672.3671296007	0	0	0	0	0	0	5967.85620598211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8500.49809415992	0	0	0	0	4253.25792835018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"574"	"chr2"	23927432	23927533	0	0	0	0	0	0	0	7496.6024452609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8685.25775135462	0	4303.64332403115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"575"	"chr8"	23938705	23938806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"576"	"chr21"	23968773	23968874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7825.52767892201	7103.94005415447	8754.52642841505	0	0	0	0	0	0	0	0	0	0	0	0	8188.98715348251	0	0	10905.972519967	0	0	0	0	0	8353.61353536941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"577"	"chr16"	24042221	24042322	0	0	0	0	0	0	0	5342.40634030337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4160.56701548022	0	0	0	0	0	0	0	10273.8217069694	0	0	3246.61329849807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3276.51956597872	0	0	0	0
"578"	"chr18"	24119188	24119289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"579"	"chr16"	24139395	24139496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5691.01846105507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3165.96278287856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"580"	"chrX"	24153339	24153440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6965.97290069093	10905.972519967	0	4565.89050587448	0	0	0	0	0	0	0	7419.91649881716	0	0	0	0	0	0	0	34159.0900049173	0	0	0	0	0	0	0
"581"	"chr1"	24202113	24202214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10672.3671296007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4660.96445301001	10630.5375962736	0	0	0
"582"	"chr13"	24217704	24217805	0	0	0	0	0	0	0	2412.69963755243	0	0	0	0	0	1970.07818293893	5633.53342609497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5995.22426564985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"583"	"chr12"	24227129	24227230	0	0	0	0	0	0	0	0	0	0	0	0	0	633.239415945367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3165.96278287856	2051.06076327884	0	0	3103.21632444213	2291.81446911469	0	0	0	0	0	0	8188.98715348251	0	0	0	0	0	0	0	0	0	0	0	0	7419.91649881716	8233.92794256066	0	0	0	5504.78429678124	0	0	0	0	0	0	0	0	0	0
"584"	"chr2"	24228656	24228757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"585"	"chr6"	24283379	24283480	0	0	0	0	0	0	5433.89055217879	0	0	0	0	5616.65410518591	0	0	0	0	3054.09414688364	0	0	0	0	0	0	0	0	0	7825.52767892201	13547.0484753818	0	0	0	0	0	7899.09609858948	0	0	0	0	0	0	6596.56248396865	0	0	0	0	0	4565.89050587448	0	0	3353.71338913358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"586"	"chr14"	24308185	24308333	0	0	0	3001.26852806441	0	0	0	0	0	0	695.940164395674	0	0	0	0	0	12595.8953372896	0	0	0	8128.18943963474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430.90459425469	0	0	0	0	0	24490.0450855554	0	0	0	0	0	0	0	0	0	0	4601.04400409922	0	0	0	0	0	0	0	0	0	0	0	0	0
"587"	"chr22"	24357676	24357777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"588"	"chr4"	24419573	24419686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4565.89050587448	0	0	0	0	0	0	0	0	0	16022.4591201663	0	0	0	0	0	0	0	0	0	0	0	0	0
"589"	"chr3"	24478808	24478909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564.96952428351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881.122284372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5948.93284164797	0	0	0	0	0	0	0	0	4660.96445301001	0	8050.08050616274	0	1806.27971526366
"590"	"chr10"	24503710	24503811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"591"	"chr16"	24517148	24517249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14614.8731324432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9569.91869708266	0	0	7429.6221087619	0	34159.0900049173	0	0	4660.96445301001	0	0	0	0
"592"	"chr3"	24531687	24531788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"593"	"chr1"	24559514	24559615	0	4844.22015299124	0	0	0	0	0	8702.95226403711	0	0	0	0	0	0	5633.53342609497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11931.8149685192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"594"	"chr4"	24598069	24598170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564.96952428351	0	0	0	0	0	0	2866.77746653292	0	0	0	0	0	0	9497.72268996876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
