"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"
"724"	"chr6"	30207419	30207520	0	0	0	0	0	0	0	0	0	0	9874.17588411624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.365729934334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"725"	"chr7"	30226135	30226236	0	0	0	0	0	0	4460.68652424909	2841.89291213241	0	0	0	3836.34633160256	0	0	0	0	0	3590.9924812357	0	0	0	0	0	0	0	0	12888.5361654693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6180.62514519802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"726"	"chrX"	30302061	30302162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847.394692868682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"727"	"chr6"	30326479	30326580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"728"	"chr10"	30360088	30360189	0	0	0	0	0	0	0	0	0	0	0	10763.0827636735	0	15285.5277877413	0	85.381514317307	0	0	6108.04614815703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12259.7208256591	0	0	0	1901.89745969308	0	0	0	0	0	0	0	0	13325.6437327205	0	0	0	0	0	0	5133.72752512218	0	0	0
"729"	"chr16"	30407242	30407343	0	0	0	0	0	11223.2171567959	0	0	0	0	0	0	0	0	0	0	0	0	1399.76057561932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"730"	"chr7"	30413166	30413349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11377.4733089442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"731"	"chr13"	30422417	30422518	0	0	14394.5132599211	0	0	0	0	0	0	0	0	0	0	0	0	0	10775.2116500352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11661.8607320048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"732"	"chr12"	30440989	30441090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24349.9847052758	6926.82605314788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"733"	"chr17"	30477278	30477379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11596.0901836426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14695.87317642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"734"	"chr12"	30493255	30493356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"735"	"chr16"	30535846	30535947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"736"	"chr14"	30573457	30573558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14172.5580265311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17338.0050262272	14731.5430596121	0	0	0	0	0	0	0	0	0	0	0	0
"737"	"chr7"	30625453	30625554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"738"	"chr6"	30679217	30679318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"739"	"chr6"	30687371	30687472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5965.65148745167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"740"	"chr3"	30748211	30748312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11784.2381826786	0	0	0
"741"	"chr22"	30782847	30782948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"742"	"chr11"	30798932	30799033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"743"	"chr6"	30799279	30799380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"744"	"chr21"	30839490	30839591	0	0	0	0	0	7000.62060275808	0	0	0	0	0	0	0	0	0	0	0	0	0	6639.25016179623	0	0	12527.6945176943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"745"	"chrX"	30865159	30865260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9828.79940413788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10052.7943501326	0	0	0	0	0	0	0	14731.5430596121	0	0	0	0	0	0	0	0	0	0	0	0
"746"	"chr16"	30935248	30935349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11596.0901836426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6087.65222665694	0	0	0	0	0	0	0	0	0	5598.17832368673	0	0	0	13180.6407811858	0	0	0	35133.5493604537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"747"	"chr16"	30948529	30948630	0	0	0	0	0	11223.2171567959	2478.15918013838	0	0	12936.5901711379	9874.17588411624	0	0	0	0	0	0	797.998329164496	0	0	0	0	0	0	0	2576.53517220642	0	0	0	0	0	0	0	0	0	0	0	0	9285.55611567071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14487.0681938622	0	0	0	12929.8325327391	12185.310862114	16839.47047727	0	0	7190.76154550957	10695.1464799929	0	0	0	0
"748"	"chr6"	30981871	30982045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5474.41342494322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2574.23273676326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"749"	"chr7"	30997022	30997123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"750"	"chr2"	31011665	31011766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994.719254050349	0	0	0	0	0	0	0	0	0
"751"	"chr15"	31077288	31077389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13464.1087727866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"752"	"chr3"	31142110	31142211	0	0	0	0	0	0	0	3078.71732147678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"753"	"chr16"	31148261	31148427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5142.95037144102	6426.18044189199	6008.42266063106	0	0	0	8318.14122175425	0	0	0	0	0	13546.8375093103	0	0	11693.1573670655	0	0	0	0	0	8764.40629196612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5154.31956154739	0	0	0	0	0	0	0	0	0	0	9986.14239081552	0	0	0	0	0	0	0	0	0
"754"	"chr6"	31169570	31169732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25218.8716043644	0	0	0	0	0	0	0	0	7211.15384337194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10443.4658885262	13180.6407811858	17390.1420921095	0	0	0	8531.82233375333	11930.9786584625	0	0	0	0	0	0	0	0	3579.1754631376	0	0	0	0	0	0	0
"755"	"chr7"	31175846	31175947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13598.7498605143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"756"	"chr6"	31197140	31197241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"757"	"chr16"	31215936	31216037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13012.9850971006	0	0	0	11663.5490289272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"758"	"chr3"	31291824	31291925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"759"	"chr16"	31333818	31333919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9372.92500351299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11930.9786584625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"760"	"chr21"	31338134	31338235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"761"	"chrX"	31350494	31350595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21099.3754956975	0	0	0	10072.9953926497	0	0	0	13012.9850971006	0	0	0	11663.5490289272	13857.0345168501	12259.7208256591	0	0	22816.4545924327	13720.8316735138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"762"	"chr12"	31362896	31362997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"763"	"chr15"	31398764	31398865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11596.0901836426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8310.72174331307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"764"	"chr3"	31448722	31448823	0	0	0	0	0	0	0	0	0	0	0	0	0	13166.7417577595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.125824875671	0	0	0	0	0	0	0	0	0	8165.61083369397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13857.0345168501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"765"	"chr16"	31472979	31473080	0	0	0	0	0	2444.66116286398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10131.5705941985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"766"	"chr1"	31511173	31511274	0	0	0	0	0	0	0	0	0	0	8505.47823681437	0	2486.23754601838	0	12399.7796022753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13720.8316735138	0	0	7087.71009414097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"767"	"chr1"	31549037	31549138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10470.6668646642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13325.6437327205	0	0	0	0	0	0	0	0	0	0
"768"	"chr19"	31549104	31549205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231.98002756149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4648.3276601044	0	0	0	0	7878.91764074002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2568.12912339363	0	0	0	0	0
"769"	"chr1"	31549387	31549488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16115.7139605841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14930.5498732657	0	0	0	1055.49653328507	0	0	0	0	0	0	0	0	0	0
"770"	"chr20"	31554989	31555090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"771"	"chr1"	31574088	31574189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10390.8040069754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"772"	"chr12"	31590240	31590341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13968.3547023405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"773"	"chr7"	31652096	31652197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9560.53112906761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"774"	"chr6"	31652905	31653006	0	0	0	0	0	0	0	0	0	0	0	0	13121.8092706665	0	0	0	0	0	12088.841334907	12872.0156198227	8992.57878476713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21525.6255057112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8949.00011591419	0	0	0	0
"775"	"chr7"	31663257	31663358	0	0	0	0	0	0	0	0	0	0	0	0	1657.49169734559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9072.90092632562	0	0	0	0	0	0	15856.8250851852	0	0	0	8835.60943236387	12226.6948542427	10470.6668646642	0	0	0	0	9748.10733193072	0	2852.84618953962	0	0	0	0	0	0	0	0	0	0	17354.9644714716	0	0	0	12004.7562530408	9567.40129683039	0	0	0
"776"	"chr20"	31704617	31704718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13684.9850273896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8835.60943236387	0	0	0	0	12259.7208256591	0	0	0	0	0	0	0	0	0	0	0	9122.92697333184	0	0	0	0	0	0	0	0	0	0	0
"777"	"chr3"	31705060	31705161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7499.39164501677	0	0	0	0	0	0	0	0	0	9791.58495190191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11501.4488787902	0	0	0	0	0	0	9238.00378826607	0	0	0	0	0	0
"778"	"chr22"	31753810	31753911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2358.95424084228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840.39334723731	0	0	0	0	0	0	0	0	0	1187.43359994554	1119.05916080649	1546.48198260657	0	0	660.37606030196	982.207329795352	1050.08063013981	0	0	0
"779"	"chr1"	31788271	31788372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2870.31935238391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8835.60943236387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"780"	"chr14"	31788420	31788521	0	0	0	0	0	0	3221.6069341799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5219.48510398825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"781"	"chr6"	31795973	31796074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10307.3278750278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11829.5440925633	1815.22809943714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"782"	"chr22"	31871005	31871106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11314.3501040482	0	0	0	0	0	0	0	0	0	0	0	5385.6435091092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11022.5489232576	0	0	0	0
"783"	"chr18"	31874548	31874649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"784"	"chr16"	31874657	31874758	11223.2171567959	0	0	0	0	0	0	0	0	0	0	0	0	11199.2975870621	0	0	0	0	5344.5403796374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6701.58402320647	0	8751.67070231604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12587.3944965408	0	0	5220.05575491984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9626.34894314305
"785"	"chr3"	31892240	31892341	0	0	0	0	0	0	0	0	0	0	0	0	13950.5551193393	0	0	0	0	0	0	13684.9850273896	9560.53112906761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"786"	"chr6"	31921004	31921105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11295.2745507094	0	0	0	0	0	0	0	0	0	0	0	0	0	13925.9460091701	0	0	0	0	0	0
"787"	"chr1"	31932564	31932665	0	11223.2171567959	0	0	0	5778.29002132609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11921.8959169526	0	0	0	0	0	0	0	0	0	0	0	0	13180.6407811858	0	0	0	0	0	0	0	11826.1781174413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"788"	"chr10"	31942981	31943082	0	0	0	0	11223.2171567959	0	0	0	0	0	0	10869.6479395621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"789"	"chr5"	31981590	31981691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"790"	"chr3"	32004243	32004344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9808.50500999519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"791"	"chr18"	32050024	32050125	0	0	0	0	0	0	0	0	0	0	5279.26235388853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7283.00247069354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338.08158346231	0
"792"	"chr12"	32051662	32051780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6974.31269388777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10470.6668646642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"793"	"chr9"	32071642	32071743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
